project_id,winning_date,winning_notice_url,order_id,winning_order_cnt,project_winning_amt,supplier_name,supplier_addr,order_name,winning_amt,cadidate_name,buyer_name,buyer_addr,buyer_contact,buyer_phone,agency_name,agency_addr,agency_contact,agency_phone,source_id,keyword
11010722210200001388-XM001,2022-07-05,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220705_1439716.html,"1,2,3,4,5",5,1669.2109万元（人民币）,"北京慧通顺恒技术服务有限公司,北京创新优成科技有限公司,纳维光科（北京）技术有限公司,北京中航建业科技发展有限公司,北京新时空科技股份有限公司","北京市顺义区高丽营镇文化营村北(临空二路1号科技创新功能区),北京市海淀区北三环西路32号0809-1,北京市怀柔区渤海镇怀沙路536号,北京市石景山区八大处路49号院4号楼6层6130,北京市怀柔区融城北路10号院1号楼2层224",石景山区中小学校普通教室照明设备升级改造项目,"338.6万元中标成交,327.4万元中标成交,332.8733万元中标成交,324.68万元中标成交,345.6576万元",,北京市石景山区教育委员会教育技术装备中心,北京市石景山区西井路教委仓库胡同院内,尤老师,88963530,北京国际工程咨询有限公司,北京市海淀区学院路30号科大天工大厦A座611,张乐、王经理,82376082,1,教室
11011522210200001787-XM001,2022-07-07,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220707_1440170.html,1,1,342.8935万元（人民币）,北京博诚众恒科技发展有限公司,北京市大兴区兴华大街(二段)3号院3号楼2层211,北京市海淀区翠微小学大兴分校专业教室设备采购项目,342.8935万元,,北京市海淀区翠微小学大兴分校,北京市大兴区庞各庄镇隆昌大街北段,聂博闻,68213338-2011,北京盛达盈标工程管理有限公司,北京市大兴区黄村镇清澄名苑北区27号楼C座1702室,张迎春,010-69228875,1,教室
11000022210200007064-XM001,2022-05-17,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220517_1426923.html,1,1,114.878万元（人民币）,北京华慧品学科技有限公司,北京市海淀区人民大学北路33号院1号楼19层1909-3,教室多媒体改造建设项目,114.878万元,,北京轻工技师学院（北京乐器研究所）,北京市丰台区马家堡路63号,唐老师,67578997-1102,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,王珊珊边璐张含勇,010-56215050,1,教室
0610-2241NH020027,2022-03-16,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220316_1412985.html,1,1,,,,北京理工大学附属中学教学设备采购及录课教室建设,"114.9363万元（人民币）中标,序号中标",,北京理工大学附属中学,北京市海淀区车道沟东路1号,,,北京国际招标有限公司,北京市东城区朝阳门北小街71号,,,1,教室
11000022210200012678-XM001,2022-07-12,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220712_1441285.html,1,1,326.978万元（人民币）,北京跃创想科技有限公司,北京市怀柔区乐园西大街13号院28号楼1层28-3,励学楼、瀚学楼小教室多媒体更新改造,326.978万元,,北方工业大学,北京市石景山区晋元庄路5号,刘海燕,88803417,北京宏信天诚国际招标有限公司,北京市海淀区复兴路乙12号中国铝业大厦11层1110室,修海龙,010-63961210,1,教室
11000022210200025933-XM001,2022-11-17,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20221117_1468546.html,1,1,287.432万元（人民币）,北京新广义科技有限公司,北京市海淀区东北旺南路29号院3号楼2层2602室,中国共产党北京市委员会党校山字楼教室多媒体建设项目,287.432万元,,中国共产党北京市委员会党校(本级),北京市西城区车公庄大街6号,王晓冰,010-68007305,汉华国招（北京）工程咨询有限公司,北京市丰台区日月天地A-902,孟雨聪、白燕,010-58076608-831,1,教室
DXCG_21_0909,2022-02-15,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220215_1406316.html,1,1,137.8万元（人民币）,北京普睿安信科技有限公司,北京市丰台区海鹰路5号8层800室,五一小学大兴二分校智慧互动录播教室改造项目,137.8万元,,北京市大兴区榆垡镇人民政府,北京市大兴区,何工,89213307,北京筑营工程造价咨询有限公司,北京市大兴区黄村镇丽园路9号楼504室,路工,010-59486975,1,教室
11011922210200001549-XM001,2022-11-15,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221115_1467823.html,"1,2,3",3,1429.7351万元（人民币）,"北京时代恒安技术服务有限责任公司,北京国研世纪科技发展有限公司,北京凯友华信科技有限责任公司","北京市门头沟区上园路甲10号院2号楼7层,北京国研世纪科技发展有限公司,北京市延庆区大榆树镇下屯村东区168号",中小学教室灯光照明设备改造项目室内照明灯具采购项目,"489.1646万元中标成交,482.41万元中标成交,458.1605万元",,北京市延庆区教育技术装备中心,北京市延庆区沈家营镇八里店村,聂老师,010-69187158,北京中天铭泽项目管理有限公司,北京市石景山区老山西街17号院,曾佑娟,010-68848581、18501354106,1,教室
11010522210200005878-XM001,2022-11-25,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221125_1470282.html,1,1,366.095万元（人民币）,鸣邦光电科技（上海）有限公司,上海市嘉定区沪宜公路5358号3层J85室,2022年朝阳区教育系统教室照明改造项目,366.095万元,,北京市朝阳区教育服务保障中心,北京市朝阳区团结湖北二条5号楼,陶京,64601953,北京锐雅国际招标有限公司,北京市朝阳区兴隆西街2号美博汇6层655,李工,15710064287,1,教室
11010522210200005878-XM001,2022-11-25,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221125_1470283.html,1,1,399.51万元（人民币）,北京天格尚品装饰工程有限公司,北京市房山区良乡长虹西路翠柳东街1号-4377,2022年朝阳区教育系统教室照明改造项目,399.51万元,,北京市朝阳区教育服务保障中心,北京市朝阳区团结湖北二条5号楼,陶京,64601953,北京锐雅国际招标有限公司,北京市朝阳区兴隆西街2号美博汇6层655,李工,15710064287,1,教室
11011322210200003303-XM001,2022-09-30,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220930_1459236.html,1,1,2221.3152万元（人民币）,北京福通互联科技集团有限公司,北京市顺义区裕曦路9号院3号楼1至2层2-5,中小学教室灯光照明设备改造项目,2221.3152万元,,北京市顺义区教育资产管理服务中心,北京市顺义区仁和镇庄头村北,张蒙,69444342,北京鑫中招标代理有限公司,北京市顺义区西环路西50米、减河桥南30米,张杰英,010-69445270,1,教室
11000022210200008077-XM001,2022-05-18,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220518_1427271.html,1,1,98.546万元（人民币）,北京政扬致冠科技有限公司,北京市昌平区回龙观镇建材城西路87号院2号楼818,精品录播教室建设,98.546万元,,北京印刷学院,北京市大兴区兴华大街（二段）1号,周同鑫,010-60261071,中技国际招标有限公司,北京市西三环中路90号通用技术大厦,陈刚,010-63348493,1,教室
